consumed_episodes,exposure_episodes,model_id,source,training_steps
10000,3478.0,nmi_baseline_r3_s0,midterm,10000
10000,0.0,nmi_baseline_r3_s0,covid_political,10000
10000,0.0,nmi_baseline_r3_s0,election2020,10000
10000,0.0,nmi_baseline_r3_s0,ukr_rus_suspended,10000
10000,0.0,nmi_baseline_r3_s0,twibot20,10000
10000,0.0,nmi_baseline_r3_s0,cp_hk,10000
10000,0.0,nmi_baseline_r3_s0,facebook_page_reference,10000
8000,2391.0,nmi_exposure_r3_s0,ukr_rus,8000
8000,5517.0,nmi_exposure_r3_s0,covid,8000
8000,92.0,nmi_exposure_r3_s0,midterm,8000
8000,0.0,nmi_exposure_r3_s0,covid_political,8000
8000,0.0,nmi_exposure_r3_s0,election2020,8000
8000,0.0,nmi_exposure_r3_s0,ukr_rus_suspended,8000
8000,0.0,nmi_exposure_r3_s0,twibot20,8000
8000,0.0,nmi_exposure_r3_s0,cp_hk,8000
8000,0.0,nmi_exposure_r3_s0,facebook_page_reference,8000
10000,3344.0,nmi_schedule_r3_s0,ukr_rus,10000
10000,3328.0,nmi_schedule_r3_s0,covid,10000
10000,3328.0,nmi_schedule_r3_s0,midterm,10000
10000,0.0,nmi_schedule_r3_s0,covid_political,10000
10000,0.0,nmi_schedule_r3_s0,election2020,10000
10000,0.0,nmi_schedule_r3_s0,ukr_rus_suspended,10000
10000,0.0,nmi_schedule_r3_s0,twibot20,10000
10000,0.0,nmi_schedule_r3_s0,cp_hk,10000
10000,0.0,nmi_schedule_r3_s0,facebook_page_reference,10000
10000,3323.8000000002335,nmi_composition_r3_s0,ukr_rus,10000
10000,3333.033333333576,nmi_composition_r3_s0,covid,10000
10000,3343.1666666669103,nmi_composition_r3_s0,midterm,10000
10000,0.0,nmi_composition_r3_s0,covid_political,10000
10000,0.0,nmi_composition_r3_s0,election2020,10000
10000,0.0,nmi_composition_r3_s0,ukr_rus_suspended,10000
10000,0.0,nmi_composition_r3_s0,twibot20,10000
10000,0.0,nmi_composition_r3_s0,cp_hk,10000
10000,0.0,nmi_composition_r3_s0,facebook_page_reference,10000
6000,1924.0,nmi_centers_r3_s0,ukr_rus,6000
6000,2035.0,nmi_centers_r3_s0,covid,6000
6000,2041.0,nmi_centers_r3_s0,midterm,6000
6000,0.0,nmi_centers_r3_s0,covid_political,6000
6000,0.0,nmi_centers_r3_s0,election2020,6000
6000,0.0,nmi_centers_r3_s0,ukr_rus_suspended,6000
6000,0.0,nmi_centers_r3_s0,twibot20,6000
6000,0.0,nmi_centers_r3_s0,cp_hk,6000
6000,0.0,nmi_centers_r3_s0,facebook_page_reference,6000
10000,3287.0,nmi_eligibility_r3_s0,ukr_rus,10000
10000,3384.0,nmi_eligibility_r3_s0,covid,10000
10000,3329.0,nmi_eligibility_r3_s0,midterm,10000
10000,0.0,nmi_eligibility_r3_s0,covid_political,10000
10000,0.0,nmi_eligibility_r3_s0,election2020,10000
10000,0.0,nmi_eligibility_r3_s0,ukr_rus_suspended,10000
10000,0.0,nmi_eligibility_r3_s0,twibot20,10000
10000,0.0,nmi_eligibility_r3_s0,cp_hk,10000
10000,0.0,nmi_eligibility_r3_s0,facebook_page_reference,10000
8000,2685.0,nmi_positives_r3_s0,ukr_rus,8000
8000,2615.0,nmi_positives_r3_s0,covid,8000
8000,2700.0,nmi_positives_r3_s0,midterm,8000
8000,0.0,nmi_positives_r3_s0,covid_political,8000
8000,0.0,nmi_positives_r3_s0,election2020,8000
8000,0.0,nmi_positives_r3_s0,ukr_rus_suspended,8000
8000,0.0,nmi_positives_r3_s0,twibot20,8000
8000,0.0,nmi_positives_r3_s0,cp_hk,8000
8000,0.0,nmi_positives_r3_s0,facebook_page_reference,8000
8000,2695.0,nmi_negatives_r3_s0,ukr_rus,8000
8000,2653.0,nmi_negatives_r3_s0,covid,8000
8000,2652.0,nmi_negatives_r3_s0,midterm,8000
8000,0.0,nmi_negatives_r3_s0,covid_political,8000
8000,0.0,nmi_negatives_r3_s0,election2020,8000
8000,0.0,nmi_negatives_r3_s0,ukr_rus_suspended,8000
8000,0.0,nmi_negatives_r3_s0,twibot20,8000
8000,0.0,nmi_negatives_r3_s0,cp_hk,8000
8000,0.0,nmi_negatives_r3_s0,facebook_page_reference,8000
10000,3332.0,nmi_context_r3_s0,ukr_rus,10000
10000,3190.0,nmi_context_r3_s0,covid,10000
10000,3478.0,nmi_context_r3_s0,midterm,10000
10000,0.0,nmi_context_r3_s0,covid_political,10000
10000,0.0,nmi_context_r3_s0,election2020,10000
10000,0.0,nmi_context_r3_s0,ukr_rus_suspended,10000
10000,0.0,nmi_context_r3_s0,twibot20,10000
10000,0.0,nmi_context_r3_s0,cp_hk,10000
10000,0.0,nmi_context_r3_s0,facebook_page_reference,10000
10000,3332.0,nmi_optimization_r3_s0,ukr_rus,10000
10000,3190.0,nmi_optimization_r3_s0,covid,10000
10000,3478.0,nmi_optimization_r3_s0,midterm,10000
10000,0.0,nmi_optimization_r3_s0,covid_political,10000
10000,0.0,nmi_optimization_r3_s0,election2020,10000
10000,0.0,nmi_optimization_r3_s0,ukr_rus_suspended,10000
10000,0.0,nmi_optimization_r3_s0,twibot20,10000
10000,0.0,nmi_optimization_r3_s0,cp_hk,10000
10000,0.0,nmi_optimization_r3_s0,facebook_page_reference,10000
10000,3332.0,nmi_alignment_r3_s0,ukr_rus,10000
10000,3190.0,nmi_alignment_r3_s0,covid,10000
10000,3478.0,nmi_alignment_r3_s0,midterm,10000
10000,0.0,nmi_alignment_r3_s0,covid_political,10000
10000,0.0,nmi_alignment_r3_s0,election2020,10000
10000,0.0,nmi_alignment_r3_s0,ukr_rus_suspended,10000
10000,0.0,nmi_alignment_r3_s0,twibot20,10000
10000,0.0,nmi_alignment_r3_s0,cp_hk,10000
10000,0.0,nmi_alignment_r3_s0,facebook_page_reference,10000
8000,2657.0,nmi_sharing_r3_s0,ukr_rus,8000
8000,2569.0,nmi_sharing_r3_s0,covid,8000
8000,2774.0,nmi_sharing_r3_s0,midterm,8000
8000,0.0,nmi_sharing_r3_s0,covid_political,8000
8000,0.0,nmi_sharing_r3_s0,election2020,8000
8000,0.0,nmi_sharing_r3_s0,ukr_rus_suspended,8000
8000,0.0,nmi_sharing_r3_s0,twibot20,8000
8000,0.0,nmi_sharing_r3_s0,cp_hk,8000
8000,0.0,nmi_sharing_r3_s0,facebook_page_reference,8000
10000,3332.0,nmi_capacity_r3_s0,ukr_rus,10000
10000,3179.0,nmi_capacity_r3_s0,covid,10000
10000,3489.0,nmi_capacity_r3_s0,midterm,10000
10000,0.0,nmi_capacity_r3_s0,covid_political,10000
10000,0.0,nmi_capacity_r3_s0,election2020,10000
10000,0.0,nmi_capacity_r3_s0,ukr_rus_suspended,10000
10000,0.0,nmi_capacity_r3_s0,twibot20,10000
10000,0.0,nmi_capacity_r3_s0,cp_hk,10000
10000,0.0,nmi_capacity_r3_s0,facebook_page_reference,10000
10000,3332.0,nmi_objective_r3_s0,ukr_rus,10000
10000,3190.0,nmi_objective_r3_s0,covid,10000
10000,3478.0,nmi_objective_r3_s0,midterm,10000
10000,0.0,nmi_objective_r3_s0,covid_political,10000
10000,0.0,nmi_objective_r3_s0,election2020,10000
10000,0.0,nmi_objective_r3_s0,ukr_rus_suspended,10000
10000,0.0,nmi_objective_r3_s0,twibot20,10000
10000,0.0,nmi_objective_r3_s0,cp_hk,10000
10000,0.0,nmi_objective_r3_s0,facebook_page_reference,10000
6000,2012.0,nmi_region_adaptive_r3_s0,ukr_rus,6000
6000,1996.0,nmi_region_adaptive_r3_s0,covid,6000
6000,1992.0,nmi_region_adaptive_r3_s0,midterm,6000
6000,0.0,nmi_region_adaptive_r3_s0,covid_political,6000
6000,0.0,nmi_region_adaptive_r3_s0,election2020,6000
6000,0.0,nmi_region_adaptive_r3_s0,ukr_rus_suspended,6000
6000,0.0,nmi_region_adaptive_r3_s0,twibot20,6000
6000,0.0,nmi_region_adaptive_r3_s0,cp_hk,6000
6000,0.0,nmi_region_adaptive_r3_s0,facebook_page_reference,6000
10000,3322.0,nmi_coverage_r3_s0,ukr_rus,10000
10000,3365.0,nmi_coverage_r3_s0,covid,10000
10000,3313.0,nmi_coverage_r3_s0,midterm,10000
10000,0.0,nmi_coverage_r3_s0,covid_political,10000
10000,0.0,nmi_coverage_r3_s0,election2020,10000
10000,0.0,nmi_coverage_r3_s0,ukr_rus_suspended,10000
10000,0.0,nmi_coverage_r3_s0,twibot20,10000
10000,0.0,nmi_coverage_r3_s0,cp_hk,10000
10000,0.0,nmi_coverage_r3_s0,facebook_page_reference,10000
3750,1237.0,nmi_budget_r3_s0,ukr_rus,3750
3750,1199.0,nmi_budget_r3_s0,covid,3750
3750,1314.0,nmi_budget_r3_s0,midterm,3750
3750,0.0,nmi_budget_r3_s0,covid_political,3750
3750,0.0,nmi_budget_r3_s0,election2020,3750
3750,0.0,nmi_budget_r3_s0,ukr_rus_suspended,3750
3750,0.0,nmi_budget_r3_s0,twibot20,3750
3750,0.0,nmi_budget_r3_s0,cp_hk,3750
3750,0.0,nmi_budget_r3_s0,facebook_page_reference,3750
10000,2487.0,nmi_baseline_r4_s0,ukr_rus,10000
10000,2519.0,nmi_baseline_r4_s0,covid,10000
10000,2532.0,nmi_baseline_r4_s0,midterm,10000
10000,2462.0,nmi_baseline_r4_s0,covid_political,10000
10000,0.0,nmi_baseline_r4_s0,election2020,10000
10000,0.0,nmi_baseline_r4_s0,ukr_rus_suspended,10000
10000,0.0,nmi_baseline_r4_s0,twibot20,10000
10000,0.0,nmi_baseline_r4_s0,cp_hk,10000
10000,0.0,nmi_baseline_r4_s0,facebook_page_reference,10000
8000,2322.0,nmi_exposure_r4_s0,ukr_rus,8000
8000,5570.0,nmi_exposure_r4_s0,covid,8000
8000,85.0,nmi_exposure_r4_s0,midterm,8000
8000,23.0,nmi_exposure_r4_s0,covid_political,8000
8000,0.0,nmi_exposure_r4_s0,election2020,8000
8000,0.0,nmi_exposure_r4_s0,ukr_rus_suspended,8000
8000,0.0,nmi_exposure_r4_s0,twibot20,8000
8000,0.0,nmi_exposure_r4_s0,cp_hk,8000
8000,0.0,nmi_exposure_r4_s0,facebook_page_reference,8000
10000,2512.0,nmi_schedule_r4_s0,ukr_rus,10000
10000,2496.0,nmi_schedule_r4_s0,covid,10000
10000,2496.0,nmi_schedule_r4_s0,midterm,10000
10000,2496.0,nmi_schedule_r4_s0,covid_political,10000
10000,0.0,nmi_schedule_r4_s0,election2020,10000
10000,0.0,nmi_schedule_r4_s0,ukr_rus_suspended,10000
10000,0.0,nmi_schedule_r4_s0,twibot20,10000
10000,0.0,nmi_schedule_r4_s0,cp_hk,10000
10000,0.0,nmi_schedule_r4_s0,facebook_page_reference,10000
10000,2492.1999999999994,nmi_composition_r4_s0,ukr_rus,10000
10000,2508.7666666666632,nmi_composition_r4_s0,covid,10000
10000,2500.4000000000074,nmi_composition_r4_s0,midterm,10000
10000,2498.6333333333405,nmi_composition_r4_s0,covid_political,10000
10000,0.0,nmi_composition_r4_s0,election2020,10000
10000,0.0,nmi_composition_r4_s0,ukr_rus_suspended,10000
10000,0.0,nmi_composition_r4_s0,twibot20,10000
10000,0.0,nmi_composition_r4_s0,cp_hk,10000
10000,0.0,nmi_composition_r4_s0,facebook_page_reference,10000
8000,1947.0,nmi_centers_r4_s0,ukr_rus,8000
8000,1963.0,nmi_centers_r4_s0,covid,8000
8000,2020.0,nmi_centers_r4_s0,midterm,8000
8000,2070.0,nmi_centers_r4_s0,covid_political,8000
8000,0.0,nmi_centers_r4_s0,election2020,8000
8000,0.0,nmi_centers_r4_s0,ukr_rus_suspended,8000
8000,0.0,nmi_centers_r4_s0,twibot20,8000
8000,0.0,nmi_centers_r4_s0,cp_hk,8000
8000,0.0,nmi_centers_r4_s0,facebook_page_reference,8000
8000,1993.0,nmi_eligibility_r4_s0,ukr_rus,8000
8000,1980.0,nmi_eligibility_r4_s0,covid,8000
8000,1994.0,nmi_eligibility_r4_s0,midterm,8000
8000,2033.0,nmi_eligibility_r4_s0,covid_political,8000
8000,0.0,nmi_eligibility_r4_s0,election2020,8000
8000,0.0,nmi_eligibility_r4_s0,ukr_rus_suspended,8000
8000,0.0,nmi_eligibility_r4_s0,twibot20,8000
8000,0.0,nmi_eligibility_r4_s0,cp_hk,8000
8000,0.0,nmi_eligibility_r4_s0,facebook_page_reference,8000
10000,2566.0,nmi_positives_r4_s0,ukr_rus,10000
10000,2461.0,nmi_positives_r4_s0,covid,10000
10000,2527.0,nmi_positives_r4_s0,midterm,10000
10000,2446.0,nmi_positives_r4_s0,covid_political,10000
10000,0.0,nmi_positives_r4_s0,election2020,10000
10000,0.0,nmi_positives_r4_s0,ukr_rus_suspended,10000
10000,0.0,nmi_positives_r4_s0,twibot20,10000
10000,0.0,nmi_positives_r4_s0,cp_hk,10000
10000,0.0,nmi_positives_r4_s0,facebook_page_reference,10000
10000,2437.0,nmi_negatives_r4_s0,ukr_rus,10000
10000,2428.0,nmi_negatives_r4_s0,covid,10000
10000,2565.0,nmi_negatives_r4_s0,midterm,10000
10000,2570.0,nmi_negatives_r4_s0,covid_political,10000
10000,0.0,nmi_negatives_r4_s0,election2020,10000
10000,0.0,nmi_negatives_r4_s0,ukr_rus_suspended,10000
10000,0.0,nmi_negatives_r4_s0,twibot20,10000
10000,0.0,nmi_negatives_r4_s0,cp_hk,10000
10000,0.0,nmi_negatives_r4_s0,facebook_page_reference,10000
10000,2487.0,nmi_context_r4_s0,ukr_rus,10000
10000,2519.0,nmi_context_r4_s0,covid,10000
10000,2532.0,nmi_context_r4_s0,midterm,10000
10000,2462.0,nmi_context_r4_s0,covid_political,10000
10000,0.0,nmi_context_r4_s0,election2020,10000
10000,0.0,nmi_context_r4_s0,ukr_rus_suspended,10000
10000,0.0,nmi_context_r4_s0,twibot20,10000
10000,0.0,nmi_context_r4_s0,cp_hk,10000
10000,0.0,nmi_context_r4_s0,facebook_page_reference,10000
10000,2487.0,nmi_optimization_r4_s0,ukr_rus,10000
10000,2519.0,nmi_optimization_r4_s0,covid,10000
10000,2532.0,nmi_optimization_r4_s0,midterm,10000
10000,2462.0,nmi_optimization_r4_s0,covid_political,10000
10000,0.0,nmi_optimization_r4_s0,election2020,10000
10000,0.0,nmi_optimization_r4_s0,ukr_rus_suspended,10000
10000,0.0,nmi_optimization_r4_s0,twibot20,10000
10000,0.0,nmi_optimization_r4_s0,cp_hk,10000
10000,0.0,nmi_optimization_r4_s0,facebook_page_reference,10000
8000,1956.0,nmi_alignment_r4_s0,ukr_rus,8000
8000,2039.0,nmi_alignment_r4_s0,covid,8000
8000,2043.0,nmi_alignment_r4_s0,midterm,8000
8000,1962.0,nmi_alignment_r4_s0,covid_political,8000
8000,0.0,nmi_alignment_r4_s0,election2020,8000
8000,0.0,nmi_alignment_r4_s0,ukr_rus_suspended,8000
8000,0.0,nmi_alignment_r4_s0,twibot20,8000
8000,0.0,nmi_alignment_r4_s0,cp_hk,8000
8000,0.0,nmi_alignment_r4_s0,facebook_page_reference,8000
6000,1469.0,nmi_sharing_r4_s0,ukr_rus,6000
6000,1552.0,nmi_sharing_r4_s0,covid,6000
6000,1522.0,nmi_sharing_r4_s0,midterm,6000
6000,1457.0,nmi_sharing_r4_s0,covid_political,6000
6000,0.0,nmi_sharing_r4_s0,election2020,6000
6000,0.0,nmi_sharing_r4_s0,ukr_rus_suspended,6000
6000,0.0,nmi_sharing_r4_s0,twibot20,6000
6000,0.0,nmi_sharing_r4_s0,cp_hk,6000
6000,0.0,nmi_sharing_r4_s0,facebook_page_reference,6000
8000,1950.0,nmi_capacity_r4_s0,ukr_rus,8000
8000,2045.0,nmi_capacity_r4_s0,covid,8000
8000,2052.0,nmi_capacity_r4_s0,midterm,8000
8000,1953.0,nmi_capacity_r4_s0,covid_political,8000
8000,0.0,nmi_capacity_r4_s0,election2020,8000
8000,0.0,nmi_capacity_r4_s0,ukr_rus_suspended,8000
8000,0.0,nmi_capacity_r4_s0,twibot20,8000
8000,0.0,nmi_capacity_r4_s0,cp_hk,8000
8000,0.0,nmi_capacity_r4_s0,facebook_page_reference,8000
10000,2487.0,nmi_objective_r4_s0,ukr_rus,10000
10000,2519.0,nmi_objective_r4_s0,covid,10000
10000,2532.0,nmi_objective_r4_s0,midterm,10000
10000,2462.0,nmi_objective_r4_s0,covid_political,10000
10000,0.0,nmi_objective_r4_s0,election2020,10000
10000,0.0,nmi_objective_r4_s0,ukr_rus_suspended,10000
10000,0.0,nmi_objective_r4_s0,twibot20,10000
10000,0.0,nmi_objective_r4_s0,cp_hk,10000
10000,0.0,nmi_objective_r4_s0,facebook_page_reference,10000
10000,2409.0,nmi_region_adaptive_r4_s0,ukr_rus,10000
10000,2578.0,nmi_region_adaptive_r4_s0,covid,10000
10000,2541.0,nmi_region_adaptive_r4_s0,midterm,10000
10000,2472.0,nmi_region_adaptive_r4_s0,covid_political,10000
10000,0.0,nmi_region_adaptive_r4_s0,election2020,10000
10000,0.0,nmi_region_adaptive_r4_s0,ukr_rus_suspended,10000
10000,0.0,nmi_region_adaptive_r4_s0,twibot20,10000
10000,0.0,nmi_region_adaptive_r4_s0,cp_hk,10000
10000,0.0,nmi_region_adaptive_r4_s0,facebook_page_reference,10000
10000,2485.0,nmi_coverage_r4_s0,ukr_rus,10000
10000,2470.0,nmi_coverage_r4_s0,covid,10000
10000,2561.0,nmi_coverage_r4_s0,midterm,10000
10000,2484.0,nmi_coverage_r4_s0,covid_political,10000
10000,0.0,nmi_coverage_r4_s0,election2020,10000
10000,0.0,nmi_coverage_r4_s0,ukr_rus_suspended,10000
10000,0.0,nmi_coverage_r4_s0,twibot20,10000
10000,0.0,nmi_coverage_r4_s0,cp_hk,10000
10000,0.0,nmi_coverage_r4_s0,facebook_page_reference,10000
5000,1214.0,nmi_budget_r4_s0,ukr_rus,5000
5000,1286.0,nmi_budget_r4_s0,covid,5000
5000,1291.0,nmi_budget_r4_s0,midterm,5000
5000,1209.0,nmi_budget_r4_s0,covid_political,5000
5000,0.0,nmi_budget_r4_s0,election2020,5000
5000,0.0,nmi_budget_r4_s0,ukr_rus_suspended,5000
5000,0.0,nmi_budget_r4_s0,twibot20,5000
5000,0.0,nmi_budget_r4_s0,cp_hk,5000
5000,0.0,nmi_budget_r4_s0,facebook_page_reference,5000
10000,1985.0,nmi_baseline_r5_s0,ukr_rus,10000
10000,2026.0,nmi_baseline_r5_s0,covid,10000
10000,2010.0,nmi_baseline_r5_s0,midterm,10000
10000,1966.0,nmi_baseline_r5_s0,covid_political,10000
10000,2013.0,nmi_baseline_r5_s0,election2020,10000
10000,0.0,nmi_baseline_r5_s0,ukr_rus_suspended,10000
10000,0.0,nmi_baseline_r5_s0,twibot20,10000
10000,0.0,nmi_baseline_r5_s0,cp_hk,10000
10000,0.0,nmi_baseline_r5_s0,facebook_page_reference,10000
10000,2967.0,nmi_exposure_r5_s0,ukr_rus,10000
10000,6881.0,nmi_exposure_r5_s0,covid,10000
10000,97.0,nmi_exposure_r5_s0,midterm,10000
10000,29.0,nmi_exposure_r5_s0,covid_political,10000
10000,26.0,nmi_exposure_r5_s0,election2020,10000
10000,0.0,nmi_exposure_r5_s0,ukr_rus_suspended,10000
10000,0.0,nmi_exposure_r5_s0,twibot20,10000
10000,0.0,nmi_exposure_r5_s0,cp_hk,10000
10000,0.0,nmi_exposure_r5_s0,facebook_page_reference,10000
8000,1600.0,nmi_schedule_r5_s0,ukr_rus,8000
8000,1600.0,nmi_schedule_r5_s0,covid,8000
8000,1600.0,nmi_schedule_r5_s0,midterm,8000
8000,1600.0,nmi_schedule_r5_s0,covid_political,8000
8000,1600.0,nmi_schedule_r5_s0,election2020,8000
8000,0.0,nmi_schedule_r5_s0,ukr_rus_suspended,8000
8000,0.0,nmi_schedule_r5_s0,twibot20,8000
8000,0.0,nmi_schedule_r5_s0,cp_hk,8000
8000,0.0,nmi_schedule_r5_s0,facebook_page_reference,8000
10000,2000.5666666667728,nmi_composition_r5_s0,ukr_rus,10000
10000,1998.0666666667744,nmi_composition_r5_s0,covid,10000
10000,1999.033333333435,nmi_composition_r5_s0,midterm,10000
10000,1999.4000000001054,nmi_composition_r5_s0,covid_political,10000
10000,2002.9333333334362,nmi_composition_r5_s0,election2020,10000
10000,0.0,nmi_composition_r5_s0,ukr_rus_suspended,10000
10000,0.0,nmi_composition_r5_s0,twibot20,10000
10000,0.0,nmi_composition_r5_s0,cp_hk,10000
10000,0.0,nmi_composition_r5_s0,facebook_page_reference,10000
10000,1985.0,nmi_centers_r5_s0,ukr_rus,10000
10000,1978.0,nmi_centers_r5_s0,covid,10000
10000,2029.0,nmi_centers_r5_s0,midterm,10000
10000,1991.0,nmi_centers_r5_s0,covid_political,10000
10000,2017.0,nmi_centers_r5_s0,election2020,10000
10000,0.0,nmi_centers_r5_s0,ukr_rus_suspended,10000
10000,0.0,nmi_centers_r5_s0,twibot20,10000
10000,0.0,nmi_centers_r5_s0,cp_hk,10000
10000,0.0,nmi_centers_r5_s0,facebook_page_reference,10000
8000,1583.0,nmi_eligibility_r5_s0,ukr_rus,8000
8000,1604.0,nmi_eligibility_r5_s0,covid,8000
8000,1559.0,nmi_eligibility_r5_s0,midterm,8000
8000,1688.0,nmi_eligibility_r5_s0,covid_political,8000
8000,1566.0,nmi_eligibility_r5_s0,election2020,8000
8000,0.0,nmi_eligibility_r5_s0,ukr_rus_suspended,8000
8000,0.0,nmi_eligibility_r5_s0,twibot20,8000
8000,0.0,nmi_eligibility_r5_s0,cp_hk,8000
8000,0.0,nmi_eligibility_r5_s0,facebook_page_reference,8000
10000,1982.0,nmi_positives_r5_s0,ukr_rus,10000
10000,1904.0,nmi_positives_r5_s0,covid,10000
10000,2070.0,nmi_positives_r5_s0,midterm,10000
10000,2032.0,nmi_positives_r5_s0,covid_political,10000
10000,2012.0,nmi_positives_r5_s0,election2020,10000
10000,0.0,nmi_positives_r5_s0,ukr_rus_suspended,10000
10000,0.0,nmi_positives_r5_s0,twibot20,10000
10000,0.0,nmi_positives_r5_s0,cp_hk,10000
10000,0.0,nmi_positives_r5_s0,facebook_page_reference,10000
6000,1183.0,nmi_negatives_r5_s0,ukr_rus,6000
6000,1208.0,nmi_negatives_r5_s0,covid,6000
6000,1204.0,nmi_negatives_r5_s0,midterm,6000
6000,1222.0,nmi_negatives_r5_s0,covid_political,6000
6000,1183.0,nmi_negatives_r5_s0,election2020,6000
6000,0.0,nmi_negatives_r5_s0,ukr_rus_suspended,6000
6000,0.0,nmi_negatives_r5_s0,twibot20,6000
6000,0.0,nmi_negatives_r5_s0,cp_hk,6000
6000,0.0,nmi_negatives_r5_s0,facebook_page_reference,6000
8000,1591.0,nmi_context_r5_s0,ukr_rus,8000
8000,1596.0,nmi_context_r5_s0,covid,8000
8000,1609.0,nmi_context_r5_s0,midterm,8000
8000,1592.0,nmi_context_r5_s0,covid_political,8000
8000,1612.0,nmi_context_r5_s0,election2020,8000
8000,0.0,nmi_context_r5_s0,ukr_rus_suspended,8000
8000,0.0,nmi_context_r5_s0,twibot20,8000
8000,0.0,nmi_context_r5_s0,cp_hk,8000
8000,0.0,nmi_context_r5_s0,facebook_page_reference,8000
10000,1985.0,nmi_optimization_r5_s0,ukr_rus,10000
10000,2026.0,nmi_optimization_r5_s0,covid,10000
10000,2010.0,nmi_optimization_r5_s0,midterm,10000
10000,1966.0,nmi_optimization_r5_s0,covid_political,10000
10000,2013.0,nmi_optimization_r5_s0,election2020,10000
10000,0.0,nmi_optimization_r5_s0,ukr_rus_suspended,10000
10000,0.0,nmi_optimization_r5_s0,twibot20,10000
10000,0.0,nmi_optimization_r5_s0,cp_hk,10000
10000,0.0,nmi_optimization_r5_s0,facebook_page_reference,10000
10000,1985.0,nmi_alignment_r5_s0,ukr_rus,10000
10000,2026.0,nmi_alignment_r5_s0,covid,10000
10000,2010.0,nmi_alignment_r5_s0,midterm,10000
10000,1966.0,nmi_alignment_r5_s0,covid_political,10000
10000,2013.0,nmi_alignment_r5_s0,election2020,10000
10000,0.0,nmi_alignment_r5_s0,ukr_rus_suspended,10000
10000,0.0,nmi_alignment_r5_s0,twibot20,10000
10000,0.0,nmi_alignment_r5_s0,cp_hk,10000
10000,0.0,nmi_alignment_r5_s0,facebook_page_reference,10000
10000,1985.0,nmi_sharing_r5_s0,ukr_rus,10000
10000,2026.0,nmi_sharing_r5_s0,covid,10000
10000,2010.0,nmi_sharing_r5_s0,midterm,10000
10000,1966.0,nmi_sharing_r5_s0,covid_political,10000
10000,2013.0,nmi_sharing_r5_s0,election2020,10000
10000,0.0,nmi_sharing_r5_s0,ukr_rus_suspended,10000
10000,0.0,nmi_sharing_r5_s0,twibot20,10000
10000,0.0,nmi_sharing_r5_s0,cp_hk,10000
10000,0.0,nmi_sharing_r5_s0,facebook_page_reference,10000
10000,1966.0,nmi_capacity_r5_s0,ukr_rus,10000
10000,2043.0,nmi_capacity_r5_s0,covid,10000
10000,2009.0,nmi_capacity_r5_s0,midterm,10000
10000,1963.0,nmi_capacity_r5_s0,covid_political,10000
10000,2019.0,nmi_capacity_r5_s0,election2020,10000
10000,0.0,nmi_capacity_r5_s0,ukr_rus_suspended,10000
10000,0.0,nmi_capacity_r5_s0,twibot20,10000
10000,0.0,nmi_capacity_r5_s0,cp_hk,10000
10000,0.0,nmi_capacity_r5_s0,facebook_page_reference,10000
10000,1985.0,nmi_objective_r5_s0,ukr_rus,10000
10000,2026.0,nmi_objective_r5_s0,covid,10000
10000,2010.0,nmi_objective_r5_s0,midterm,10000
10000,1966.0,nmi_objective_r5_s0,covid_political,10000
10000,2013.0,nmi_objective_r5_s0,election2020,10000
10000,0.0,nmi_objective_r5_s0,ukr_rus_suspended,10000
10000,0.0,nmi_objective_r5_s0,twibot20,10000
10000,0.0,nmi_objective_r5_s0,cp_hk,10000
10000,0.0,nmi_objective_r5_s0,facebook_page_reference,10000
8000,1631.0,nmi_region_adaptive_r5_s0,ukr_rus,8000
8000,1536.0,nmi_region_adaptive_r5_s0,covid,8000
8000,1568.0,nmi_region_adaptive_r5_s0,midterm,8000
8000,1657.0,nmi_region_adaptive_r5_s0,covid_political,8000
8000,1608.0,nmi_region_adaptive_r5_s0,election2020,8000
8000,0.0,nmi_region_adaptive_r5_s0,ukr_rus_suspended,8000
8000,0.0,nmi_region_adaptive_r5_s0,twibot20,8000
8000,0.0,nmi_region_adaptive_r5_s0,cp_hk,8000
8000,0.0,nmi_region_adaptive_r5_s0,facebook_page_reference,8000
10000,2010.0,nmi_coverage_r5_s0,ukr_rus,10000
10000,1928.0,nmi_coverage_r5_s0,covid,10000
10000,2056.0,nmi_coverage_r5_s0,midterm,10000
10000,1991.0,nmi_coverage_r5_s0,covid_political,10000
10000,2015.0,nmi_coverage_r5_s0,election2020,10000
10000,0.0,nmi_coverage_r5_s0,ukr_rus_suspended,10000
10000,0.0,nmi_coverage_r5_s0,twibot20,10000
10000,0.0,nmi_coverage_r5_s0,cp_hk,10000
10000,0.0,nmi_coverage_r5_s0,facebook_page_reference,10000
6250,1236.0,nmi_budget_r5_s0,ukr_rus,6250
6250,1228.0,nmi_budget_r5_s0,covid,6250
6250,1279.0,nmi_budget_r5_s0,midterm,6250
6250,1248.0,nmi_budget_r5_s0,covid_political,6250
6250,1259.0,nmi_budget_r5_s0,election2020,6250
6250,0.0,nmi_budget_r5_s0,ukr_rus_suspended,6250
6250,0.0,nmi_budget_r5_s0,twibot20,6250
6250,0.0,nmi_budget_r5_s0,cp_hk,6250
6250,0.0,nmi_budget_r5_s0,facebook_page_reference,6250
10000,1720.0,nmi_baseline_r6_s0,ukr_rus,10000
10000,1645.0,nmi_baseline_r6_s0,covid,10000
10000,1648.0,nmi_baseline_r6_s0,midterm,10000
